代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址
114E13,市立東山國小補校,公立,[11]臺南市,[733]臺南市東山區東中里青葉路二段49號,(06)6802274,http://www.ds5es.tnc.edu.tw
114E14,市立六甲國小補校,公立,[11]臺南市,[734]臺南市六甲區中正路319號,(06)6982041,http://www.ljes.tnc.edu.tw
114E15,市立新興國小補校,公立,[11]臺南市,[730]臺南市新營區太南里316號,(06)6523779,http://www.ss8es.tnc.edu.tw
114E17,市立復興國小補校,公立,[11]臺南市,[710]臺南市永康區華興街2號,(06)3111569,http://www.fses.tnc.edu.tw
114E20,市立新進國小補校,公立,[11]臺南市,[730]臺南市新營區中正路41號,(06)6322378,http://www.sj1es.tnc.edu.tw
114E24,市立玉井國小補校,公立,[11]臺南市,[714]臺南市玉井區中正路1號,(06)5742047,http://www.yj1es.tnc.edu.tw
114E25,市立仁德國小補校,公立,[11]臺南市,[717]臺南市仁德區中正路二段806號,(06)2794570,http://www.rdes.tnc.edu.tw
114E26,市立隆田國小補校,公立,[11]臺南市,[720]臺南市官田區隆田里中山路一段127號,(06)5791047#820,http://www.lt1es.tnc.edu.tw
114E33,市立歸南國小補校,公立,[11]臺南市,[711]臺南市歸仁區辜厝里民權南路171號,(06)2304930,http://www.gnes.tnc.edu.tw
114E35,市立大橋國小補校,公立,[11]臺南市,[710]臺南市永康區大橋三街173號,(06)2033001,http://www.dc2es.tnc.edu.tw
114E37,市立鹽水國小補校,公立,[11]臺南市,[737]臺南市鹽水區朝琴路137號,(06)6521046,http://www.ys1es.tnc.edu.tw
213D01,市立安南國中補校,公立,[21]臺南市,[709]臺南市安南區安中路三段252號,(06)2567384,http://www.anjh.tn.edu.tw
213D02,市立安平國中補校,公立,[21]臺南市,[708]臺南市安平區慶平路687號,(06)2990461,http://www.apjh.tn.edu.tw
213D03,市立南寧高中附設國中補校,公立,[21]臺南市,[702]臺南市南區萬年路167號,(06)2622458,http://www.nnjh.tn.edu.tw
213D05,市立復興國中補校,公立,[21]臺南市,[701]臺南市東區裕文路62號,(06)3310688,http://www.fhjh.tn.edu.tw
213E01,市立公園國小補校,公立,[21]臺南市,[704]臺南市北區公園里公園路180號,(06)2223291,http://www.gyes.tn.edu.tw
213E02,市立協進國小補校,公立,[21]臺南市,[700]臺南市中西區金華路四段17號,(06)2223369,http://www.sjps.tn.edu.tw
213E04,市立海東國小補校,公立,[21]臺南市,[709]臺南市安南區安中路三段381號,(06)2567146,http://www.htps.tn.edu.tw
213E05,市立崇學國小補校,公立,[21]臺南市,[701]臺南市東區崇學路98號,(06)2689951#813,http://www.ches.tn.edu.tw
213E06,市立和順國小補校,公立,[21]臺南市,[709]臺南市安南區安和路五段178巷5號,(06)3557169,http://www.hses.tn.edu.tw
123D01,市立美濃國中補校,公立,[12]高雄市,[843]高雄市美濃區合和里中正路一段191號,(07)6816166,http://www.mnm.ks.edu.tw
124D01,市立鳳山國中補校,公立,[12]高雄市,[830]高雄市鳳山區中山東路227號,(07)7462774,http://www.fsm.ks.edu.tw
124D02,市立林園國中補校,公立,[12]高雄市,[832]高雄市林園區林園北路481號,(07)6412059,http://www.ly.ks.edu.tw
124D04,市立岡山國中補校,公立,[12]高雄市,[820]高雄市岡山區岡燕路238號,(07)6212219,http://www.gsm.ks.edu.tw
124D10,市立大寮國中補校,公立,[12]高雄市,[831]高雄市大寮區永芳里進學路150號,(07)7818038,http://www.dlm.ks.edu.tw
124D14,市立六龜高中附設國中補校,公立,[12]高雄市,[844]高雄市六龜區義寶里光復路212號,(07)6891023,http://www.lgm.ks.edu.tw
124D15,市立湖內國中補校,公立,[12]高雄市,[829]高雄市湖內區公舘里中山路二段63號,(07)6993008,http://www.hn.ks.edu.tw
124D18,市立中庄國中補校,公立,[12]高雄市,[831]高雄市大寮區中庄里光明路三段1437號,(07)7033166,http://www.zzm.ks.edu.tw
124D19,市立鳥松國中補校,公立,[12]高雄市,[833]高雄市鳥松區松埔北巷5之1號,(07)7323977,http://www.nsm.ks.edu.tw
124D24,市立仁武國中補校,公立,[12]高雄市,[814]高雄市仁武區文武里仁林路20號,(07)3721640,http://www.rwm.ks.edu.tw
124D31,市立福誠國中補校,公立,[12]高雄市,[830]高雄市鳳山區五甲三路176號,(07)8224646,http://www.ftm.ks.edu.tw
124D34,市立忠孝國中補校,公立,[12]高雄市,[830]高雄市鳳山區國泰路二段81號,(07)7635252#61,http://www.zxm.ks.edu.tw
124D35,市立中崙國中補校,公立,[12]高雄市,[830]高雄市鳳山區中崙二路487號,(07)7538686,http://www.zlm.ks.edu.tw
124E06,市立中庄國小補校,公立,[12]高雄市,[831]高雄市大寮區中庄里中庄路59號,(07)7017051,http://www.zzn.ks.edu.tw
124E18,市立仁武國小補校,公立,[12]高雄市,[814]高雄市仁武區中正路94號,(07)3711126,http://www.rwp.ks.edu.tw
124E19,市立林園國小補校,公立,[12]高雄市,[832]高雄市林園區林園里忠孝西路20號,(07)6412125,http://www.lyp.ks.edu.tw
124E38,市立五甲國小補校,公立,[12]高雄市,[830]高雄市鳳山區五甲二路424號,(07)7619494,http://www.wzp.ks.edu.tw
124E45,市立永芳國小補校,公立,[12]高雄市,[831]高雄市大寮區永芳里鳳林三路499號,(07)7812814,http://www.yfp.ks.edu.tw
124E49,市立六龜國小補校,公立,[12]高雄市,[844]高雄市六龜區義寶里光復路40號,(07)6891053,http://www.lgp.ks.edu.tw
124E93,市立文德國小補校,公立,[12]高雄市,[830]高雄市鳳山區文衡路356號,(07)7768723,http://163.16.31.253
124E94,市立新甲國小補校,公立,[12]高雄市,[830]高雄市鳳山區新富路255號,(07)7668170,http://163.16.41.8
523D01,市立七賢國中補校,公立,[52]高雄市,[804]高雄市鼓山區美術東三路110號,(07)2810946,http://www.chihjh.kh.edu.tw
523E05,市立龍華國小補校,公立,[52]高雄市,[804]高雄市鼓山區大順一路858號,(07)5553086,http://www.lhps.kh.edu.tw
533D01,市立左營國中補校,公立,[53]高雄市,[813]高雄市左營區曾子路281號,(07)3433080,http://www.tyjh.kh.edu.tw
543D01,市立楠梓國中補校,公立,[54]高雄市,[811]高雄市楠梓區楠梓路336號,(07)3517191,http://www.ntjh.kh.edu.tw
543D02,市立右昌國中補校,公立,[54]高雄市,[811]高雄市楠梓區興昌里盛昌街161號,(07)3640451,http://www.yocjh.kh.edu.tw
543E01,市立楠梓國小補校,公立,[54]高雄市,[811]高雄市楠梓區楠梓路262號,(07)3511140,http://www.ntps.kh.edu.tw
553D01,市立鼎金國中補校,公立,[55]高雄市,[807]高雄市三民區鼎山街445號,(07)3831029,http://www.djjh.kh.edu.tw
553E03,市立愛國國小補校,公立,[55]高雄市,[807]高雄市三民區十全一路1號,(07)3161191,http://www.akps.kh.edu.tw
553E11,市立民族國小補校,公立,[55]高雄市,[807]高雄市三民區平等路197號,(07)3860526,http://www.mtps.kh.edu.tw
583E10,市立苓洲國小補校,公立,[58]高雄市,[802]高雄市苓雅區四維四路61號,(07)3351804,http://www.ljps.kh.edu.tw
593D02,市立前鎮國中補校,公立,[59]高雄市,[806]高雄市前鎮區新衙路17號,(07)8217677,http://www.qzjh.kh.edu.tw
593E01,市立前鎮國小補校,公立,[59]高雄市,[806]高雄市前鎮區新生路200號,(07)8212448,http://www.qzps.kh.edu.tw
613D01,市立小港國中補校,公立,[61]高雄市,[812]高雄市小港區平和南路185號,(07)8215929,http://www.hkjh.kh.edu.tw
613E08,市立二苓國小補校,公立,[61]高雄市,[812]高雄市小港區立群路6號,(07)8016837,http://www.zlps.kh.edu.tw
024D01,縣立蘇澳國中補校,公立,[02]宜蘭縣,[270]宜蘭縣蘇澳鎮中山路二段1號,(03)9962137,http://www.sajh.ilc.edu.tw
024D02,縣立頭城國中補校,公立,[02]宜蘭縣,[261]宜蘭縣頭城鎮復興路145號,(03)9771002,http://www.tcjh.ilc.edu.tw
024D03,縣立復興國中補校,公立,[02]宜蘭縣,[260]宜蘭縣宜蘭市復興路二段77號,(03)9322942,http://www.fsjh.ilc.edu.tw
024D04,縣立東光國中補校,公立,[02]宜蘭縣,[265]宜蘭縣羅東鎮興東南路201號,(03)9542603,http://www.tkjh.ilc.edu.tw
024E01,縣立中山國小補校,公立,[02]宜蘭縣,[260]宜蘭縣宜蘭市崇聖街4號,(03)9322064,http://www.jses.ilc.edu.tw
024E02,縣立羅東國小補校,公立,[02]宜蘭縣,[265]宜蘭縣羅東鎮民族路1號,(03)9542346,http://www.lotes.ilc.edu.tw
024E03,縣立南安國小補校,公立,[02]宜蘭縣,[270]宜蘭縣蘇澳鎮南建里學府路122號,(03)9962664,http://www.naanes.ilc.edu.tw
024E04,縣立二城國小補校,公立,[02]宜蘭縣,[261]宜蘭縣頭城鎮青雲路二段200號,(03)9771024,http://www.eces.ilc.edu.tw
024E05,縣立大隱國小補校,公立,[02]宜蘭縣,[266]宜蘭縣三星鄉大隱村大隱中路347號,(03)9890155,http://www.dyes.ilc.edu.tw
024E07,縣立學進國小補校,公立,[02]宜蘭縣,[268]宜蘭縣五結鄉中正路三段151號,(03)9653801,http://www.shjes.ilc.edu.tw
024E08,縣立古亭國小補校,公立,[02]宜蘭縣,[263]宜蘭縣壯圍鄉古亭村古亭路81號,(03)9301022,http://www.gtes.ilc.edu.tw
024E09,縣立礁溪國小補校,公立,[02]宜蘭縣,[262]宜蘭縣礁溪鄉大忠村礁溪路四段135號,(03)9882047,http://www.jausips.ilc.edu.tw
024E10,縣立同樂國小補校,公立,[02]宜蘭縣,[264]宜蘭縣員山鄉同樂村新城路84之4號,(03)9223543,http://www.tlps.ilc.edu.tw
024E11,縣立冬山國小補校,公立,[02]宜蘭縣,[269]宜蘭縣冬山鄉安平村安中路35號,(03)9593504,http://www.tses.ilc.edu.tw
044D02,縣立竹北國中補校,公立,[04]新竹縣,[302]新竹縣竹北市中正西路154號,(03)5552064,http://www.cbjh.hcc.edu.tw
044D03,縣立竹東國中補校,公立,[04]新竹縣,[310]新竹縣竹東鎮康寧街45號,(03)5961207,http://www.cdjh.hcc.edu.tw
044E05,縣立中興國小補校,公立,[04]新竹縣,[303]新竹縣湖口鄉勝利村吉祥街43號,(03)5982043,http://www.csps.hcc.edu.tw
044E06,縣立竹東國小補校,公立,[04]新竹縣,[310]新竹縣竹東鎮康寧街1號,(03)5962025,http://www.cdes.hcc.edu.tw/front/bin/home.phtml
044E07,縣立中正國小補校,公立,[04]新竹縣,[302]新竹縣竹北市竹北村中山路190號,(03)5552464,http://www.cces.hcc.edu.tw
054D01,縣立竹南國中補校,公立,[05]苗栗縣,[350]苗栗縣竹南鎮正南里中正路92號,(037)475100,http://www.junanjh.mlc.edu.tw
054E01,縣立大同國小補校,公立,[05]苗栗縣,[360]苗栗縣苗栗市高苗里大同路80號,(037)320068,http://www.datunges.mlc.edu.tw
054E09,縣立後龍國小補校,公立,[05]苗栗縣,[356]苗栗縣後龍鎮大庄里成功路254號,(037)722049,http://www.hl.mlc.edu.tw
054E11,縣立卓蘭國小補校,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮新厝里中山路125號,(04)5892008,http://www.jles.mlc.edu.tw
054E17,縣立錦水國小補校,公立,[05]苗栗縣,[361]苗栗縣造橋鄉大西村十三鄰大坪1號,(037)541978,http://www.jies.mlc.edu.tw
054E21,縣立建中國小補校,公立,[05]苗栗縣,[367]苗栗縣三義鄉廣盛村廣盛80號,(037)872007,http://www.jjs.mlc.edu.tw
054E23,縣立啟文國小補校,公立,[05]苗栗縣,[360]苗栗縣苗栗市福星里啟賢街61號,(037)260466,http://www.chiw.mlc.edu.tw
054E28,縣立中正國小補校,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮中正里十四鄰111號,(037)861244,http://web.jjes.mlc.edu.tw
054E29,縣立照南國小補校,公立,[05]苗栗縣,[350]苗栗縣竹南鎮佳興里光復路331號,(037)472633,http://www.jnes.mlc.edu.tw
054E34,縣立新港國小補校,公立,[05]苗栗縣,[356]苗栗縣後龍鎮校椅二路168號,(037)722547,http://www.skes.mlc.edu.tw
074D01,縣立和美高中附設國中補校,公立,[07]彰化縣,[508]彰化縣和美鎮和西里西園路31號,(04)7552043,http://www.hmjh.chc.edu.tw
074D02,縣立彰安國中補校,公立,[07]彰化縣,[500]彰化縣彰化市中正路二段530號,(04)7236117,http://www.cajh.chc.edu.tw
074D03,縣立鹿港國中補校,公立,[07]彰化縣,[506]彰化縣福興鄉橋頭村復興路78號,(04)7772037,http://www.lkjh.chc.edu.tw
074D05,縣立明倫國中補校,公立,[07]彰化縣,[510]彰化縣員林市萬年里明倫路2號,(04)8311349,http://www.mljh.chc.edu.tw
074D07,縣立秀水國中補校,公立,[07]彰化縣,[504]彰化縣秀水鄉安東村中山路202號,(04)7696031,http://www.hsjh.chc.edu.tw
074D14,縣立北斗國中補校,公立,[07]彰化縣,[521]彰化縣北斗鎮文苑路一段136號,(04)8882072,http://www.ptjhs.chc.edu.tw
074D92,縣立伸港國中補校,公立,[07]彰化縣,[509]彰化縣伸港鄉新港路280巷101號,(04)7988611,http://www.skjh.chc.edu.tw
074D93,縣立社頭國中補校,公立,[07]彰化縣,[511]彰化縣社頭鄉廣興村中興路1號,(04)8732047,http://www.stjh.chc.edu.tw
074E06,縣立僑信國小補校,公立,[07]彰化縣,[510]彰化縣員林市三信里中山路二段280號,(04)8320810,http://www.csps.chc.edu.tw
074E09,縣立秀水國小補校,公立,[07]彰化縣,[504]彰化縣秀水鄉安東村中山路257號,(04)7692756,http://www.hses.chc.edu.tw
074E16,縣立和美國小補校,公立,[07]彰化縣,[508]彰化縣和美鎮和西里和平街19號,(04)7552005,http://www.hmps.chc.edu.tw
074E20,縣立埔心國小補校,公立,[07]彰化縣,[513]彰化縣埔心鄉義民村員鹿路二段254號,(04)8291494,http://www.pses.chc.edu.tw
074E39,縣立忠孝國小補校,公立,[07]彰化縣,[500]彰化縣彰化市忠誠路61號,(04)7523944,http://www.jsps.chc.edu.tw
074E96,縣立花壇國小補校,公立,[07]彰化縣,[503]彰化縣花壇鄉長沙村學前路108號,(04)7862029,https://www.htes.chc.edu.tw/index.php
074E98,縣立德興國小補校,公立,[07]彰化縣,[512]彰化縣永靖鄉竹子村竹後巷47號,(04)7531844,http://www.sdsps.chc.edu.tw/
084D01,縣立南投國中補校,公立,[08]南投縣,[540]南投縣南投市漳和里祖祠路361號,(049)2222549,http://www.ntjh.ntct.edu.tw
084D02,縣立草屯國中補校,公立,[08]南投縣,[542]南投縣草屯鎮炎峰里虎山路808號,(049)2362050,http://163.22.76.1
084D03,縣立埔里國中補校,公立,[08]南投縣,[545]南投縣埔里鎮西安路一段193號,(049)2982055,http://www.pljh.ntct.edu.tw
084D05,縣立集集國中補校,公立,[08]南投縣,[552]南投縣集集鎮集集里成功路200號,(049)2762013,http://www.chijhs.ntct.edu.tw
084E02,縣立育英國小補校,公立,[08]南投縣,[545]南投縣埔里鎮清新里育英街20號,(049)2982144,http://www.yyes.ntct.edu.tw
084E05,縣立草屯國小補校,公立,[08]南投縣,[542]南投縣草屯鎮玉峰里玉屏路210號,(049)2362007,http://www.ttes.ntct.edu.tw
084E06,縣立平和國小補校,公立,[08]南投縣,[540]南投縣南投市平和里育樂路62號,(049)2222028,http://www.phes.ntct.edu.tw
084E10,縣立國姓國小補校,公立,[08]南投縣,[544]南投縣國姓鄉國姓路三一一號,(049)2721018,http://www.ksps.ntct.edu.tw
094D01,縣立北港國中補校,公立,[09]雲林縣,[651]雲林縣北港鎮民生路102號,(05)7832022,http://www.pljh.ylc.edu.tw
094D02,縣立斗六國中補校,公立,[09]雲林縣,[640]雲林縣斗六市育英北街69號,(05)5323296,http://www.tljh.ylc.edu.tw
094D03,縣立雲林國中補校,公立,[09]雲林縣,[640]雲林縣斗六市明德路599號,(05)5326071,http://www.yljh.ylc.edu.tw
094D04,縣立東明國中補校,公立,[09]雲林縣,[630]雲林縣斗南鎮中興路111號,(05)5965474,http://www.tmjh.ylc.edu.tw
094D09,縣立崇德國中補校,公立,[09]雲林縣,[632]雲林縣虎尾鎮廉使里文科路1530號,(05)6322806,http://www.cdjh.ylc.edu.tw
094D12,縣立二崙國中補校,公立,[09]雲林縣,[649]雲林縣二崙鄉崙西村中正路88號,(05)5982020,http://www.eljh.ylc.edu.tw
094D16,縣立崙背國中補校,公立,[09]雲林縣,[637]雲林縣崙背鄉大成路91號,(05)6962013,http://www.lpjh.ylc.edu.tw
094D17,縣立馬光國中補校,公立,[09]雲林縣,[633]雲林縣土庫鎮馬光里和平街101號,(05)6653587,http://www.mkjh.ylc.edu.tw
094E02,縣立麥寮國小補校,公立,[09]雲林縣,[638]雲林縣麥寮鄉麥津村中山路260號,(06)6932266,http://www.mles.ylc.edu.tw
094E05,縣立僑真國小補校,公立,[09]雲林縣,[630]雲林縣斗南鎮延平路二段642號,(05)5972241,http://www.cjnes.ylc.edu.tw
094E07,縣立鎮東國小補校,公立,[09]雲林縣,[640]雲林縣斗六市鎮東里文化路205號,(05)5322700,http://www.jdps.ylc.edu.tw
094E09,縣立中山國小補校,公立,[09]雲林縣,[648]雲林縣西螺鎮廣福里新街路2號,(05)5862039,http://www.csps.ylc.edu.tw
094E10,縣立北辰國小補校,公立,[09]雲林縣,[651]雲林縣北港鎮新街里成功路30號,(05)7832153,http://www.bces.ylc.edu.tw
094E12,縣立土庫國小補校,公立,[09]雲林縣,[633]雲林縣土庫鎮順天里中正路69號,(05)6622524,http://www.tkps.ylc.edu.tw
094E20,縣立林內國小補校,公立,[09]雲林縣,[643]雲林縣林內鄉中正路111號,(05)5892019,http://www.lnps.ylc.edu.tw
094E28,縣立文光國小補校,公立,[09]雲林縣,[653]雲林縣口湖鄉梧南村文光路100號,(05)7907189,http://www.wgps.ylc.edu.tw
104D01,縣立東石國中補校,公立,[10]嘉義縣,[613]嘉義縣朴子市安福里山通路6號,(05)3792027,http://www.tsjh.cyc.edu.tw
104D04,縣立水上國中補校,公立,[10]嘉義縣,[608]嘉義縣水上鄉水上村進學街45號,(05)2688700,http://www.ssjh.cyc.edu.tw
104D10,縣立民雄國中補校,公立,[10]嘉義縣,[621]嘉義縣民雄鄉西安村西安路147號,(05)2262527,http://www.mihjh.cyc.edu.tw
104D13,縣立中埔國中補校,公立,[10]嘉義縣,[606]嘉義縣中埔鄉中埔村177號,(05)2531002,http://www.cpjh.cyc.edu.tw
104E03,縣立民雄國小補校,公立,[10]嘉義縣,[621]嘉義縣民雄鄉中樂村民族路43號,(05)2262022,http://www.mhps.cyc.edu.tw
104E10,縣立大林國小補校,公立,[10]嘉義縣,[622]嘉義縣大林鎮西林里中正路423號,(05)2652061,http://www.tles.cyc.edu.tw
104E12,縣立水上國小補校,公立,[10]嘉義縣,[608]嘉義縣水上鄉水上村正義路182號,(05)2682073,http://www.shsps.cyc.edu.tw
104E13,縣立朴子國小補校,公立,[10]嘉義縣,[613]嘉義縣朴子市山通路11號,(05)3792032,http://www.ptps.cyc.edu.tw
134D01,縣立明正國中補校,公立,[13]屏東縣,[900]屏東縣屏東市大連路70號,(08)7363078,http://www.mcjh.ptc.edu.tw
134D03,縣立恆春國中補校,公立,[13]屏東縣,[946]屏東縣恆春鎮文化路79號,(08)8892039,http://www.hcjh.ptc.edu.tw
134D05,縣立新埤國中補校,公立,[13]屏東縣,[925]屏東縣新埤鄉建功路190號,(08)7971014,http://www.spjh.ptc.edu.tw
134D06,縣立公正國中補校,公立,[13]屏東縣,[900]屏東縣屏東市公興路11號,(08)7522097,http://www.kcjh.ptc.edu.tw
134D08,縣立琉球國中補校,公立,[13]屏東縣,[929]屏東縣琉球鄉中正路158號,(08)8612509,http://www.lcjh.ptc.edu.tw
134D10,縣立潮州國中補校,公立,[13]屏東縣,[920]屏東縣潮州鎮文化路66號,(08)7882401,http://www.cjjh.ptc.edu.tw
134D12,縣立東港國中補校,公立,[13]屏東縣,[928]屏東縣東港鎮船頭路1號,(08)8322014,http://www.dkjh.ptc.edu.tw
134D16,縣立崇文國中補校,公立,[13]屏東縣,[912]屏東縣內埔鄉龍潭村昭勝路438號,(08)7701864,http://www.cwjh.ptc.edu.tw
134D17,縣立林邊國中補校,公立,[13]屏東縣,[927]屏東縣林邊鄉光林村和平路43號,(08)8752051,http://www.lpjh.ptc.edu.tw
134D18,縣立新園國中補校,公立,[13]屏東縣,[932]屏東縣新園鄉仙吉村仙吉路111號,(08)8681020,http://www.syjh.ptc.edu.tw
134D22,縣立南州國中補校,公立,[13]屏東縣,[926]屏東縣南州鄉人和路231號,(08)8642041,http://www.njjh.ptc.edu.tw
134D24,縣立佳冬國中補校,公立,[13]屏東縣,[931]屏東縣佳冬鄉玉光村大同路1號,(08)8662041,http://www.jdjh.ptc.edu.tw
134D26,縣立萬巒國中補校,公立,[13]屏東縣,[923]屏東縣萬巒鄉萬和村褒忠路5號,(08)7812537,http://www.wljh.ptc.edu.tw
134E04,縣立東隆國小補校,公立,[13]屏東縣,[928]屏東縣東港鎮共和里共和路45號,(08)8322064,http://www.dlps.ptc.edu.tw
134E14,縣立高樹國小補校,公立,[13]屏東縣,[906]屏東縣高樹鄉高樹村華光路32號,(08)7960802,http://www.gsps.ptc.edu.tw
134E15,縣立內埔國小補校,公立,[13]屏東縣,[912]屏東縣內埔鄉內埔村廣濟路2號,(08)7792055,http://www.npes.ptc.edu.tw
134E25,縣立琉球國小補校,公立,[13]屏東縣,[929]屏東縣琉球鄉大福村中正路293號,(08)8612597,http://www.lcps.ptc.edu.tw
134E27,縣立林邊國小補校,公立,[13]屏東縣,[927]屏東縣林邊鄉林邊村中山路68號,(08)8752120,http://www.lbps.ptc.edu.tw
134E28,縣立佳冬國小補校,公立,[13]屏東縣,[931]屏東縣佳冬鄉進學街150號,(08)8662009,http://www.jdps.ptc.edu.tw
134E31,縣立潮州國小補校,公立,[13]屏東縣,[920]屏東縣潮州鎮同榮里育英路31號,(08)7882770,http://www.cjps.ptc.edu.tw
134E38,縣立鶴聲國小補校,公立,[13]屏東縣,[900]屏東縣屏東市崇武里建國路121號,(08)7521207,http://www.hsps.ptc.edu.tw
144D01,縣立新生國中補校,公立,[14]臺東縣,[950]臺東縣臺東市新生路641巷64號,(089)229121,http://www.hsjh.ttct.edu.tw
144D03,縣立新港國中補校,公立,[14]臺東縣,[961]臺東縣成功鎮中正路1號,(089)851034,http://www.hkjh.ttct.edu.tw
144E09,縣立三民國小補校,公立,[14]臺東縣,[961]臺東縣成功鎮三民路18號,(089)851024,http://210.240.118.1/smps98/school/web/index.php
144E19,縣立寶桑國小補校,公立,[14]臺東縣,[950]臺東縣臺東市四維路二段23號,(089)322807,http://www.bsps.ttct.edu.tw
154D01,縣立宜昌國中補校,公立,[15]花蓮縣,[973]花蓮縣吉安鄉宜昌1街41號,(03)8520803,http://www.ycjh.hlc.edu.tw
154D02,縣立玉里國中補校,公立,[15]花蓮縣,[981]花蓮縣玉里鎮民族街30號,(03)8882054,http://www.yljh.hlc.edu.tw
154D06,縣立花崗國中補校,公立,[15]花蓮縣,[970]花蓮縣花蓮市公園路40號,(03)8323924,http://www.hgjh.hlc.edu.tw
154E01,縣立宜昌國小補校,公立,[15]花蓮縣,[973]花蓮縣吉安鄉宜昌一街45號,(03)8520209,http://www.ycps.hlc.edu.tw
154E02,縣立明義國小補校,公立,[15]花蓮縣,[970]花蓮縣花蓮市明義街107號,(03)8324270,http://www.myps.hlc.edu.tw
154E03,縣立玉里國小補校,公立,[15]花蓮縣,[981]花蓮縣玉里鎮忠智路43號,(03)8882007,http://www.ylps.hlc.edu.tw
164D01,縣立馬公國中補校,公立,[16]澎湖縣,[880]澎湖縣馬公市西文里中華路326號,(06)9263367,http://www.mkjh.phc.edu.tw
164E13,縣立馬公國小補校,公立,[16]澎湖縣,[880]澎湖縣馬公市光明里明遠路2號,(06)9272165,http://www.mkps.phc.edu.tw
173D01,市立銘傳國中補校,公立,[17]基隆市,[200]基隆市仁愛區劉銘傳路132號,(02)24223120,http://www.mcjh.kl.edu.tw
173D02,市立明德國中補校,公立,[17]基隆市,[206]基隆市七堵區東新街20號,(02)24561274,http://www.mdjh.kl.edu.tw
173D05,市立建德國中補校,公立,[17]基隆市,[204]基隆市安樂區安和一街29號,(02)24321234,http://www.jdjh.kl.edu.tw
173D10,市立八斗國中補校,公立,[17]基隆市,[202]基隆市中正區新豐街100號,(02)24692366,http://www.bdjh.kl.edu.tw
173E01,市立仁愛國小補校,公立,[17]基隆市,[200]基隆市仁愛區仁二路139號,(02)24289131,http://www.raps.kl.edu.tw
173E02,市立中正國小補校,公立,[17]基隆市,[202]基隆市中正區中船路36巷4號,(02)24223064,http://www.ccps.kl.edu.tw
173E09,市立建德國小補校,公立,[17]基隆市,[204]基隆市安樂區安和一街392號,(02)24334216,http://www.jdps.kl.edu.tw
173E12,市立五堵國小補校,公立,[17]基隆市,[206]基隆市七堵區百一街25號,(02)24511457,http://www.wdps.kl.edu.tw
173E16,市立深澳國小補校,公立,[17]基隆市,[201]基隆市信義區深澳坑路111號,(02)24652940,http://www.saps.kl.edu.tw
173E18,市立中和國小補校,公立,[17]基隆市,[203]基隆市中山區中和路64號,(02)24371751,http://ms1.chps.kl.edu.tw
183D01,市立建華國中補校,公立,[18]新竹市,[300]新竹市東區學府路2號,(03)5238075,http://www.chjh.hc.edu.tw
183E01,市立北門國小補校,公立,[18]新竹市,[300]新竹市北區水田里水田街33號,(03)5316668,http://www.bmps.hc.edu.tw
183E02,市立民富國小補校,公立,[18]新竹市,[300]新竹市北區西大路561號,(03)5222102,http://www.mfps.hc.edu.tw
183E05,市立大庄國小補校,公立,[18]新竹市,[300]新竹市香山區大庄路48號,(03)5384035,http://www.ttps.hc.edu.tw
203D01,市立玉山國中補校,公立,[20]嘉義市,[600]嘉義市西區友忠路1號,(05)2357980,http://www.ysjh.cy.edu.tw
203D02,市立民生國中補校,公立,[20]嘉義市,[600]嘉義市西區新民路601號,(05)2855331,http://www.msjh.cy.edu.tw
203D03,市立嘉義國中補校,公立,[20]嘉義市,[600]嘉義市東區王田里圓福街86號,(05)2762625,http://www.cyjh.cy.edu.tw
203E01,市立志航國小補校,公立,[20]嘉義市,[600]嘉義市西區世賢路四段141號,(05)2857924,http://www.ches.cy.edu.tw
