代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址
131311,私立美和高中附設國中,私立,[13]屏東縣,[912]屏東縣內埔鄉美和村學人路323號,(08)7792045,http://www.mhsh.ptc.edu.tw
134304,縣立大同高中附設國中,公立,[13]屏東縣,[900]屏東縣屏東市和平路429號,(08)7663916,http://www.dtjh.ptc.edu.tw
134321,縣立枋寮高中附設國中,公立,[13]屏東縣,[940]屏東縣枋寮鄉新龍村義民路3號,(08)8782095,http://www.flhs.ptc.edu.tw
134324,縣立東港高中附設國中,公立,[13]屏東縣,[928]屏東縣東港鎮船頭路1號,(08)8322014,http://www.dghs.ptc.edu.tw
134334,縣立來義高中附設國中,公立,[13]屏東縣,[922]屏東縣來義鄉古樓村中正路147號,(08)7850086,http://www.lyhs.ptc.edu.tw
140301,國立臺東大學附屬體育高中附設國中,公立,[14]臺東縣,[950]臺東縣臺東市體中路1號,(089)383629,http://www.ntpehs.ttct.edu.tw
141301,臺東縣均一高中附設國中,私立,[14]臺東縣,[950]臺東縣臺東市中興路二段366巷36號,(089)223301,http://junyi.tw
141307,私立育仁高中附設國中,私立,[14]臺東縣,[950]臺東縣臺東市中興路四段485號,(08)9382839,http://www.lotus.ttct.edu.tw
144322,縣立蘭嶼高中附設國中,公立,[14]臺東縣,[952]臺東縣蘭嶼鄉椰油村37號,(089)732016,http://www.layjh.ttct.edu.tw
151306,私立海星高中附設國中,私立,[15]花蓮縣,[971]花蓮縣新城鄉嘉新村嘉新路36號,(03)8223116,http://www.smhs.hlc.edu.tw
151312,財團法人慈濟大學附中附設國中,私立,[15]花蓮縣,[970]花蓮縣花蓮市介仁街178號,(03)8572823,http://www.tcsh.hlc.edu.tw
154399,縣立南平中學附設國中,公立,[15]花蓮縣,[975]花蓮縣鳳林鎮八德路62號,(03)8772586,http://www.nphs.hlc.edu.tw
171306,私立二信高中附設國中,私立,[17]基隆市,[202]基隆市中正區立德路243號,(02)24623131,http://www.essh.kl.edu.tw/essh/index.asp
171308,輔大聖心高中附設國中,私立,[17]基隆市,[203]基隆市中山區西定路166號,(02)24282454,http://www.shsh.kl.edu.tw
173304,市立中山高中附設國中,公立,[17]基隆市,[203]基隆市中山區文化路162號,(02)24248191,http://www.csjh.kl.edu.tw
173306,市立安樂高中附設國中,公立,[17]基隆市,[204]基隆市安樂區安一路360號,(02)24236600,http://www.aljh.kl.edu.tw
173307,市立暖暖高中附設國中,公立,[17]基隆市,[205]基隆市暖暖區暖中路112號,(02)24575534,http://www.nnjh.kl.edu.tw
173314,市立八斗高中附設國中,公立,[17]基隆市,[202]基隆市中正區新豐街100號,(02)24692366,http://www.bdjh.kl.edu.tw
180301,國立科學工業園區實驗高中附設國中,公立,[18]新竹市,[300]新竹市東區介壽路300號,(03)5777011,http://www.nehs.hc.edu.tw
181305,私立光復高中附設國中,私立,[18]新竹市,[300]新竹市東區光復路二段153號,(03)5753698,http://www.kfsh.hc.edu.tw
181306,私立曙光女中附設國中,私立,[18]新竹市,[300]新竹市東區北大路61號,(03)5325709,http://www.sggs.hc.edu.tw
181307,私立磐石高中附設國中,私立,[18]新竹市,[300]新竹市北區西大路683號,(03)5223946,http://www.sphs.hc.edu.tw
183306,市立成德高中附設國中,公立,[18]新竹市,[300]新竹市北區崧嶺路128巷38號,(03)5258748,http://www.cdjh.hc.edu.tw
183307,市立香山高中附設國中,公立,[18]新竹市,[300]新竹市香山區元培街124號,(03)5384332,http://www.hhjh.hc.edu.tw
183313,市立建功高中附設國中,公立,[18]新竹市,[300]新竹市東區建功二路17號,(03)5745892,http://www.ckjh.hc.edu.tw
201304,私立興華高中附設國中,私立,[20]嘉義市,[600]嘉義市東區林森東路239號,(05)2764317,http://www.hhsh.cy.edu.tw
201310,私立嘉華高中附設國中,私立,[20]嘉義市,[600]嘉義市東區民權東路45號,(05)2761716,http://www.chsh.cy.edu.tw
201312,私立輔仁高中附設國中,私立,[20]嘉義市,[600]嘉義市東區吳鳳南路270號,(05)2281001,http://www.fjsh.cy.edu.tw
201313,私立宏仁女中附設國中,私立,[20]嘉義市,[600]嘉義市東區忠孝路667號,(05)2322802,http://www.hjgs.cy.edu.tw
